,famme ,flame x2,Wasser0,Wasser1,Volt,waterpump,Fan_speed,Fuelpump/10,GLOW
449,"20,84","10,42","28,1","27,8","13,9",50,20,0,0
450,"20,84","10,42","28,5","27,6","13,7",50,20,0,50
451,"20,84","10,42","28,3","28,1","13,7",50,20,0,50
452,"20,84","10,42","28,1","28,1","13,8",50,20,0,50
453,"21,95","10,98","28,1","28,3","13,7",50,20,0,50
454,"21,95","10,98","28,3","28,3","13,7",50,20,0,50
455,"21,95","10,98","28,5","28,3","13,7",50,20,0,50
456,"21,95","10,98","28,3","28,3","13,7",50,20,0,50
457,"21,95","10,98","28,5","28,3","13,6",50,20,0,50
458,"21,95","10,98","28,3","28,5","13,8",50,20,0,50
459,"21,95","10,98","28,5","28,5","13,7",50,20,0,50
460,"21,95","10,98","28,5","28,5","13,8",50,20,0,0
461,"23,05","11,53","28,5","28,3","13,7",50,20,0,50
462,"23,05","11,53","28,5","28,5","13,7",50,20,0,50
463,"23,05","11,53","28,5","28,5","13,6",50,20,0,50
464,"23,05","11,53","28,5","28,5","13,7",50,20,0,50
465,"23,05","11,53","28,5","28,7","13,6",50,20,0,50
466,"23,05","11,53","28,7","28,3","13,8",50,20,0,50
467,"23,05","11,53","28,7","28,7","13,8",50,20,0,50
468,"23,05","11,53","28,7","28,7","13,7",50,20,0,50
469,"23,05","11,53","28,7","28,7","13,7",50,20,0,50
470,"23,05","11,53","28,7","28,7","13,7",50,20,0,50
471,"23,05","11,53","28,7","28,9","14,0",50,20,0,0
472,"23,05","11,53","28,9","28,9","13,9",50,20,0,0
473,"24,16","12,08","28,9","28,7","13,7",50,20,0,50
474,"24,16","12,08","29,1","28,7","13,7",50,20,0,50
475,"24,16","12,08","28,5","28,9","13,6",50,20,0,50
476,"25,28","12,64","28,9","29,1","13,7",50,20,0,50
477,"25,28","12,64","28,9","29,1","13,8",50,20,0,50
478,"24,16","12,08","29,1","28,9","13,7",50,20,0,50
479,"25,28","12,64","29,3","28,9","13,7",50,20,0,50
480,"25,28","12,64","29,1","28,9","13,8",50,20,0,50
481,"25,28","12,64","29,1","29,1","13,6",50,20,0,50
482,"25,28","12,64","29,1","29,1","13,7",50,20,0,50
483,"24,16","12,08","29,1","29,1","13,9",50,20,0,0
484,"24,16","12,08","29,3","29,1","14,0",50,20,0,0
485,"25,28","12,64","29,1","29,1","13,8",50,20,0,0
486,"25,28","12,64","29,3","29,1","13,9",50,20,0,0
487,"25,28","12,64","29,3","29,3","14,0",50,20,0,0
488,"26,40","13,20","29,3","29,3","13,6",50,20,0,50
489,"26,40","13,20","29,3","30,1","13,8",50,20,0,50
490,"26,40","13,20","29,3","29,3","13,7",50,20,0,50
491,"26,40","13,20","29,3","29,3","13,7",50,20,0,50
492,"26,40","13,20","29,3","29,3","13,8",50,20,0,50
493,"26,40","13,20","29,5","29,5","13,7",50,20,0,50
494,"27,52","13,76","29,5","29,5","13,7",50,20,0,50
495,"27,52","13,76","29,7","29,5","13,8",50,20,0,50
496,"26,40","13,20","29,5","29,5","13,6",50,20,0,50
497,"27,52","13,76","29,5","29,5","13,7",50,20,0,50
498,"27,52","13,76","29,7","29,3","13,9",50,20,0,0
499,"27,52","13,76","29,5","29,5","13,8",50,20,0,50
500,"27,52","13,76","29,7","29,7","13,6",50,20,0,50
501,"27,52","13,76","29,7","29,3","14,0",50,20,0,50
502,"28,65","14,33","29,9","29,7","13,8",50,20,0,50
503,"28,65","14,33","29,7","29,7","13,6",50,20,0,50
504,"28,65","14,33","29,7","29,7","13,7",50,20,0,50
505,"28,65","14,33","29,7","29,7","13,8",50,20,0,50
506,"28,65","14,33","30,1","29,7","13,7",50,20,0,50
507,"28,65","14,33","29,7","29,9","13,7",50,20,0,50
508,"28,65","14,33","29,9","29,9","13,8",50,20,0,50
509,"27,52","13,76","30,3","29,7","13,9",50,20,0,0
510,"28,65","14,33","30,1","29,9","13,8",50,20,0,50
511,"28,65","14,33","29,9","29,9","13,6",50,20,0,50
512,"28,65","14,33","30,1","29,9","13,8",50,20,0,50
513,"29,78","14,89","30,3","29,7","13,7",50,20,0,50
514,"29,78","14,89","30,1","29,9","13,6",50,20,0,50
515,"29,78","14,89","30,1","29,9","13,8",50,20,0,50
516,"28,65","14,33","30,1","30,1","13,7",50,20,0,50
517,"29,78","14,89","30,5","29,7","13,6",50,20,0,50
518,"29,78","14,89","30,1","30,1","13,7",50,20,0,50
519,"29,78","14,89","30,1","30,1","13,5",50,20,0,0
520,"29,78","14,89","30,3","30,3","13,7",50,20,0,0
521,"28,65","14,33","30,3","30,3","13,7",50,20,0,50
522,"30,92","15,46","30,7","30,1","13,6",50,20,0,50
523,"29,78","14,89","30,3","30,3","13,6",50,20,0,50
524,"30,92","15,46","30,3","30,1","13,7",50,20,0,50
525,"32,06","16,03","30,5","30,1","13,6",50,20,0,50
526,"30,92","15,46","30,5","30,5","13,6",50,20,0,50
527,"30,92","15,46","30,5","30,5","13,7",50,20,0,50
528,"30,92","15,46","30,5","30,3","13,7",50,20,0,50
529,"29,78","14,89","30,5","30,5","13,6",50,20,0,50
530,"32,06","16,03","30,5","30,1","13,7",50,20,0,50
531,"32,06","16,03","30,7","30,5","13,6",50,20,0,0
532,"32,06","16,03","30,7","30,7","13,7",50,20,0,50
533,"32,06","16,03","30,7","30,7","13,7",50,20,0,50
534,"32,06","16,03","31,1","30,5","13,7",50,20,0,50
535,"32,06","16,03","30,7","30,7","13,6",50,20,0,50
536,"33,21","16,61","31,1","30,5","13,7",50,20,0,50
537,"33,21","16,61","30,9","30,9","13,7",50,20,0,50
538,"33,21","16,61","31,1","31,1","13,6",50,20,0,50
539,"34,36","17,18","31,1","31,1","13,6",50,20,0,50
540,"34,36","17,18","31,1","31,3","13,8",50,20,0,50
541,"35,52","17,76","31,3","31,3","13,7",50,20,0,50
542,"35,52","17,76","31,3","31,3","13,7",50,20,0,0
543,"37,85","18,93","31,5","31,3","13,7",50,20,0,50
544,"36,68","18,34","31,7","31,7","13,7",50,20,0,50
545,"36,68","18,34","31,7","31,7","13,6",50,20,0,50
546,"37,85","18,93","31,9","31,9","13,7",50,20,0,50
547,"39,02","19,51","32,1","31,9","13,6",50,20,0,50
548,"39,02","19,51","32,5","32,1","13,7",50,20,0,50
549,"40,20","20,10","32,3","32,1","13,7",50,20,0,50
550,"41,38","20,69","32,3","32,3","13,7",50,20,0,50
551,"41,38","20,69","32,5","32,3","13,6",50,20,0,50
552,"42,56","21,28","32,5","32,5","13,8",50,20,0,50
553,"44,95","22,48","32,5","32,8","13,7",50,20,0,0
554,"43,76","21,88","32,6","32,6","13,6",50,20,0,50
555,"44,95","22,48","32,8","32,8","13,7",50,20,0,50
556,"46,15","23,08","32,8","32,8","13,7",50,20,0,50
557,"47,36","23,68","33,0","33,0","13,6",50,20,0,50
558,"47,36","23,68","33,0","33,0","13,7",50,20,0,50
559,"46,15","23,08","33,2","33,2","13,7",50,20,0,50
560,"48,57","24,29","33,2","33,2","13,6",50,20,0,50
561,"49,79","24,90","33,7","33,4","13,7",50,20,0,50
562,"51,01","25,51","33,4","33,2","13,8",50,30,0,50
563,"51,01","25,51","33,4","33,4","13,6",50,30,0,50
564,"52,24","26,12","33,4","33,6","13,7",50,30,0,0
565,"53,47","26,74","33,7","33,6","13,8",50,30,0,0
566,"54,71","27,36","33,6","33,6","13,5",50,30,0,50
567,"55,96","27,98","33,7","33,9","13,7",50,30,0,50
568,"57,21","28,61","33,9","33,7","13,7",50,30,0,50
569,"58,46","29,23","33,9","33,9","13,7",50,30,0,50
570,"59,72","29,86","34,1","33,7","13,6",50,30,0,50
571,"60,99","30,50","34,1","33,9","13,8",50,30,0,50
572,"60,99","30,50","34,1","34,1","13,7",50,30,0,50
573,"62,26","31,13","34,3","34,1","13,6",50,30,0,50
574,"63,53","31,77","34,3","34,3","13,7",50,40,0,50
575,"64,82","32,41","34,3","34,3","13,7",50,40,0,50
576,"68,70","34,35","34,5","34,1","13,6",50,40,0,0
577,"68,70","34,35","34,5","34,5","13,7",50,40,0,0
578,"70,00","35,00","34,6","34,5","13,7",50,40,0,0
579,"71,31","35,66","34,3","34,6","13,6",50,40,0,0
580,"73,95","36,98","34,8","34,8","13,7",50,40,0,0
581,"75,28","37,64","35,0","35,0","13,7",50,40,0,0
582,"77,96","38,98","34,8","35,0","13,6",50,40,0,0
583,"80,66","40,33","35,2","35,2","13,7",50,50,0,0
584,"83,38","41,69","35,3","35,3","13,7",50,50,0,0
585,"86,13","43,07","35,5","35,5","13,6",50,50,0,0
586,"88,91","44,46","35,9","35,9","13,7",50,50,0,0
587,"93,12","46,56","36,0","36,0","13,7",50,50,0,0
588,"97,39","48,70","36,2","36,0","13,6",50,50,0,0
589,"100,26","50,13","36,4","36,4","13,7",50,50,0,0
590,"106,10","53,05","36,7","37,2","13,7",50,60,0,0
591,"107,58","53,79","36,9","36,9","13,6",50,60,0,0
592,"112,05","56,03","37,0","37,2","13,7",50,60,0,0
593,"115,07","57,54","37,4","37,4","13,7",50,60,0,0
594,"119,65","59,83","37,5","37,4","13,7",50,60,0,0
595,"121,20","60,60","37,7","37,7","13,6",50,60,0,0
596,"124,30","62,15","37,9","37,9","13,7",50,60,0,0
597,"125,87","62,94","38,0","37,4","13,6",50,60,0,0
598,"127,44","63,72","38,0","38,0","13,7",50,60,0,50
599,"129,02","64,51","38,0","38,0","13,8",50,60,0,50
600,"130,61","65,31","38,0","38,0","13,6",50,60,0,50
601,"130,61","65,31","38,0","37,4","13,7",50,70,0,50
602,"130,61","65,31","37,9","37,9","13,8",50,70,0,50
603,"130,61","65,31","37,9","37,9","13,5",50,70,0,50
604,"130,61","65,31","37,5","37,7","13,6",50,70,0,50
605,"130,61","65,31","37,5","37,5","13,7",50,70,0,50
606,"129,02","64,51","37,5","37,5","13,6",50,70,0,50
607,"129,02","64,51","37,4","37,5","13,6",50,70,0,50
608,"127,44","63,72","37,2","37,2","13,7",50,80,0,0
609,"127,44","63,72","37,2","37,2","13,5",50,80,0,0
610,"121,20","60,60","37,0","37,4","13,6",50,80,0,0
611,"125,87","62,94","37,0","37,2","13,7",50,80,0,0
612,"122,74","61,37","36,9","36,9","13,6",50,80,0,0
613,"122,74","61,37","36,7","36,4","13,5",50,80,0,0
614,"119,65","59,83","36,7","36,7","13,7",50,80,0,0
615,"119,65","59,83","36,5","36,7","13,6",50,70,0,0
616,"118,12","59,06","36,5","36,7","13,6",50,70,0,0
617,"115,07","57,54","36,4","36,4","13,7",50,70,0,0
618,"115,07","57,54","36,4","36,2","13,6",50,70,0,0
619,"112,05","56,03","36,2","36,2","13,6",50,70,0,50
620,"110,56","55,28","36,0","36,0","13,7",50,70,0,50
621,"109,06","54,53","36,0","36,0","13,6",50,70,0,50
622,"107,58","53,79","36,0","35,9","13,5",50,70,0,50
623,"107,58","53,79","35,9","35,9","13,7",50,70,0,50
624,"104,63","52,32","35,9","35,9","13,7",50,70,0,50
625,"103,17","51,59","36,2","35,5","13,5",50,70,0,50
626,"101,71","50,86","35,3","35,7","13,7",50,70,0,50
627,"100,26","50,13","35,5","35,5","13,6",50,70,0,50
628,"98,82","49,41","35,5","35,7","13,5",50,70,0,50
629,"97,39","48,70","35,5","35,5","13,6",50,70,0,0
630,"95,96","47,98","35,5","35,5","13,8",50,60,0,0
631,"94,53","47,27","35,5","35,5","13,6",50,60,0,0
632,"93,12","46,56","35,5","35,3","13,6",50,50,0,0
633,"93,12","46,56","35,3","35,3","13,7",50,50,0,0
634,"90,30","45,15","35,3","35,3","13,6",50,50,0,0
635,"90,30","45,15","35,3","35,3","13,6",50,50,0,0
636,"88,91","44,46","35,3","35,3","13,7",50,50,0,0
637,"88,91","44,46","35,3","35,3","13,6",50,50,0,0
638,"87,52","43,76","35,3","35,3","13,6",50,50,0,0
639,"86,13","43,07","35,3","35,2","13,7",50,50,0,0
640,"86,13","43,07","35,2","35,3","13,6",50,50,0,0
641,"84,75","42,38","35,3","35,2","13,6",50,50,0,0
642,"83,38","41,69","35,3","35,2","13,7",50,50,0,0
643,"83,38","41,69","35,3","35,2","13,6",50,50,0,0
644,"83,38","41,69","35,2","35,2","13,7",50,50,0,0
645,"82,02","41,01","35,2","35,2","13,7",50,50,0,0
646,"80,66","40,33","35,2","35,2","13,6",50,40,0,0
647,"80,66","40,33","35,2","35,2","13,6",50,40,0,0
648,"79,31","39,66","35,3","35,2","13,7",50,40,0,50
649,"79,31","39,66","35,0","35,2","13,6",50,40,0,50
650,"79,31","39,66","35,0","35,2","13,6",50,40,0,50
651,"77,96","38,98","35,0","35,2","13,7",50,40,0,50
652,"77,96","38,98","35,3","35,2","13,6",50,40,0,50
653,"77,96","38,98","35,5","35,0","13,6",50,40,0,50
654,"76,62","38,31","35,5","35,0","13,7",50,40,0,50
655,"76,62","38,31","35,7","35,0","13,7",50,40,0,50
656,"75,28","37,64","35,9","35,0","13,6",50,40,0,50
657,"75,28","37,64","35,3","35,9","13,7",50,40,0,50
658,"75,28","37,64","35,3","35,7","13,7",50,40,0,50
659,"73,95","36,98","35,3","35,2","13,6",50,40,0,50
660,"73,95","36,98","35,3","35,3","13,7",50,40,0,50
661,"73,95","36,98","35,3","35,5","13,7",50,40,0,50
662,"72,63","36,32","35,5","35,5","13,6",50,40,0,50
663,"72,63","36,32","35,5","35,5","13,6",50,40,0,50
664,"72,63","36,32","35,3","35,5","13,7",50,40,0,50
665,"72,63","36,32","35,5","35,5","13,7",50,40,0,50
666,"71,31","35,66","35,5","35,5","13,6",50,40,0,50
667,"72,63","36,32","36,0","35,5","13,7",50,40,0,0
668,"71,31","35,66","35,9","35,5","13,7",50,40,0,0
669,"71,31","35,66","35,7","35,5","13,5",50,40,0,0
670,"71,31","35,66","35,7","35,7","13,7",50,40,0,0
671,"71,31","35,66","35,7","35,7","13,7",50,40,0,0
672,"67,40","33,70","35,7","35,5","13,6",50,40,0,0
673,"70,00","35,00","35,7","35,7","13,7",50,40,0,0
674,"70,00","35,00","35,7","35,7","13,7",50,16,"16,7",50
675,"70,00","35,00","35,9","35,7","13,6",50,16,"8,3",50
676,"68,70","34,35","35,9","35,9","13,7",50,16,"8,3",50
677,"70,00","35,00","35,9","35,9","13,7",50,16,"8,3",50
678,"70,00","35,00","35,9","35,9","13,6",50,16,"8,3",50
679,"68,70","34,35","35,9","35,9","13,6",50,16,"8,3",50
680,"68,70","34,35","35,9","35,9","13,7",50,16,"8,3",50
681,"68,70","34,35","35,9","35,9","13,7",50,16,"8,3",50
682,"67,40","33,70","35,9","35,9","13,7",50,16,"8,3",50
683,"67,40","33,70","35,9","36,0","13,7",50,16,"8,3",50
684,"67,40","33,70","35,9","36,0","13,7",50,16,"8,3",50
685,"67,40","33,70","36,0","36,0","13,6",50,16,"8,3",50
686,"67,40","33,70","36,0","36,0","13,7",50,16,"16,7",50
687,"66,10","33,05","36,0","35,9","13,7",50,16,"16,7",50
688,"67,40","33,70","36,0","36,4","13,6",50,16,"16,7",50
689,"66,10","33,05","36,0","36,0","13,6",50,16,"16,7",50
690,"66,10","33,05","36,2","36,0","13,7",50,16,"16,7",50
691,"66,10","33,05","36,2","36,2","13,7",50,16,"16,7",50
692,"66,10","33,05","36,2","36,2","13,6",50,16,"16,7",50
693,"66,10","33,05","36,2","36,5","13,7",50,16,"16,7",50
694,"64,82","32,41","36,5","36,2","13,6",50,16,"16,7",50
695,"64,82","32,41","36,2","36,2","13,7",50,16,"16,7",50
696,"64,82","32,41","36,4","36,0","13,7",50,16,"16,7",50
697,"64,82","32,41","36,0","36,4","13,7",50,16,"16,7",50
698,"64,82","32,41","36,4","36,4","13,6",50,16,"16,7",50
699,"64,82","32,41","36,0","36,4","13,7",50,16,"16,7",50
700,"63,53","31,77","36,0","36,4","13,6",50,16,"16,7",50
701,"63,53","31,77","36,4","36,4","13,7",50,16,"16,7",50
702,"63,53","31,77","36,5","36,5","13,7",50,16,"16,7",50
703,"64,82","32,41","36,5","36,5","13,7",50,17,"16,7",50
704,"64,82","32,41","36,7","36,7","13,6",50,19,"18,3",50
705,"64,82","32,41","36,7","36,7","13,7",50,20,"18,3",50
706,"64,82","32,41","36,9","36,7","13,7",50,20,"18,3",50
707,"64,82","32,41","36,9","37,0","13,6",50,21,"18,3",50
708,"66,10","33,05","37,0","37,2","13,7",50,22,"18,3",50
709,"64,82","32,41","37,2","37,2","13,8",50,23,"18,3",50
710,"66,10","33,05","37,4","37,4","13,6",50,24,"18,3",50
711,"67,40","33,70","37,4","37,4","13,6",50,24,"18,3",50
712,"67,40","33,70","37,5","37,7","13,9",50,24,"18,3",50
713,"68,70","34,35","37,7","38,0","13,7",50,25,"18,3",50
714,"68,70","34,35","37,9","37,9","13,6",50,26,"18,3",50
715,"70,00","35,00","38,0","38,0","13,9",50,27,"19,1",50
716,"71,31","35,66","38,2","38,2","13,7",50,28,"19,1",50
717,"71,31","35,66","38,8","38,4","13,6",50,29,"19,1",50
718,"72,63","36,32","38,5","38,5","13,7",50,29,"19,6",50
719,"73,95","36,98","38,7","38,7","13,7",50,30,20,50
720,"75,28","37,64","39,0","38,8","13,6",50,31,"20,7",50
721,"76,62","38,31","39,0","39,1","13,7",50,31,"21,3",50
722,"77,96","38,98","39,3","39,3","13,7",50,31,"21,7",50
723,"79,31","39,66","39,3","39,6","13,6",50,31,"21,8",50
724,"82,02","41,01","39,6","39,5","13,7",50,33,25,50
725,"82,02","41,01","39,8","39,3","13,7",50,34,"26,9",0
726,"84,75","42,38","39,9","39,9","13,7",50,35,"28,8",0
727,"86,13","43,07","40,1","40,5","13,6",50,35,"30,8",0
728,"87,52","43,76","40,1","40,2","13,7",50,36,"36,3",0
729,"90,30","45,15","40,9","40,2","13,7",50,36,"38,6",0
730,"93,12","46,56","40,5","40,2","13,7",50,37,"38,6",0
731,"94,53","47,27","40,7","40,7","13,7",50,38,"38,6",0
732,"97,39","48,70","40,9","40,9","13,7",50,40,"38,6",0
733,"98,82","49,41","41,0","40,9","13,6",50,41,"38,6",0
734,"101,71","50,86","41,2","41,0","13,7",50,42,"38,6",0
735,"103,17","51,59","41,3","41,3","13,7",50,42,"38,6",0
736,"107,58","53,79","41,6","41,5","13,6",50,43,"38,6",0
737,"109,06","54,53","41,8","41,8","13,7",50,45,"38,6",0
738,"112,05","56,03","41,9","41,9","13,7",50,46,"38,6",0
739,"115,07","57,54","42,2","42,1","13,6",50,47,"38,6",0
740,"119,65","59,83","42,3","42,3","13,7",50,48,"38,6",0
741,"121,20","60,60","42,5","42,8","13,7",50,49,"38,6",0
742,"124,30","62,15","42,6","43,1","13,6",50,49,"39,5",0
743,"127,44","63,72","42,9","43,1","13,7",50,49,"40,8",0
744,"132,20","66,10","43,1","43,1","13,7",50,51,"41,4",0
745,"135,42","67,71","43,2","42,9","13,5",50,52,"42,5",0
746,"137,03","68,52","43,4","43,4","13,7",50,53,43,0
747,"140,30","70,15","43,7","43,5","13,7",50,54,"43,8",0
748,"143,59","71,80","43,7","43,7","13,6",50,54,"44,5",0
749,"143,59","71,80","43,9","43,8","13,6",50,55,"45,3",0
750,"148,60","74,30","44,1","44,1","13,7",50,55,46,0
751,"160,57","80,29","44,1","44,2","13,6",50,56,"46,8",0
752,"155,39","77,70","44,2","44,4","13,6",50,57,"47,5",0
753,"158,84","79,42","44,4","44,4","13,7",50,58,"48,2",0
754,"160,57","80,29","44,5","44,5","13,6",50,58,49,0
755,"164,07","82,04","44,6","45,1","13,6",50,59,"49,8",0
756,"165,84","82,92","44,8","44,8","13,8",50,59,"50,5",0
757,"169,40","84,70","44,9","44,8","13,6",50,60,"51,3",0
758,"171,19","85,60","45,1","44,6","13,5",50,60,"51,3",0
759,"172,99","86,50","45,2","45,1","13,7",50,60,"51,3",0
760,"174,80","87,40","45,3","45,2","13,7",50,60,"51,3",0
761,"178,45","89,23","45,3","45,3","13,6",50,60,"51,3",0
762,"182,14","91,07","46,0","45,3","13,7",50,60,"51,3",0
763,"182,14","91,07","45,5","45,5","13,7",50,60,"51,3",0
764,"184,00","92,00","45,2","45,6","13,6",50,60,"51,3",0
765,"185,87","92,94","45,5","45,6","13,6",50,60,"51,3",0
766,"187,74","93,87","45,8","45,8","13,7",50,60,"51,3",0
767,"189,63","94,82","45,9","45,9","13,6",50,60,"51,3",0
768,"191,53","95,77","45,9","45,9","13,7",50,60,"51,3",0
769,"193,44","96,72","46,0","45,9","13,7",50,60,"51,3",0
770,"193,44","96,72","46,6","46,2","13,7",50,60,"51,3",0
771,"197,29","98,65","46,2","46,2","13,6",50,60,"51,3",0
772,"197,29","98,65","46,3","46,6","13,7",50,60,"51,3",0
773,"199,23","99,62","46,3","46,4","13,7",50,60,"51,3",0
774,"199,23","99,62","46,4","46,4","13,7",50,60,"51,3",0
775,"195,36","97,68","46,8","47,1","13,7",50,60,"51,3",0
776,"205,12","102,56","46,6","47,0","13,6",50,60,"51,3",0
777,"205,12","102,56","46,6","46,6","13,6",50,60,"51,3",0
778,"205,12","102,56","46,7","46,6","13,7",50,60,"36,3",0
779,"207,10","103,55","46,8","46,7","13,7",50,60,"31,3",0
780,"209,09","104,55","47,1","46,7","13,6",50,60,"21,3",0
781,"207,10","103,55","46,8","46,8","13,7",50,60,"16,3",0
782,"209,09","104,55","46,8","46,7","13,7",50,60,"11,2",0
783,"205,12","102,56","46,8","47,4","13,6",50,60,"11,2",0
784,"209,09","104,55","47,0","47,0","13,6",50,60,"11,2",0
785,"209,09","104,55","47,0","46,8","13,7",50,60,"6,3",0
786,"209,09","104,55","46,8","46,8","13,6",50,60,"6,3",0
787,"207,10","103,55","46,8","46,8","13,6",50,60,"6,3",0
788,"207,10","103,55","46,8","46,8","13,7",50,60,"6,3",0
789,"207,10","103,55","46,7","46,7","13,6",50,60,"6,3",0
790,"205,12","102,56","47,0","46,4","13,7",50,60,"6,3",0
791,"203,14","101,57","46,4","46,4","13,8",0,0,0,0
792,"201,18","100,59","46,3","46,3","13,7",0,0,0,0
793,"199,23","99,62","46,2","46,0","13,6",0,0,0,0
794,"197,29","98,65","46,0","46,0","13,8",0,0,0,0
795,"195,36","97,68","45,9","45,9","13,7",0,0,0,0
796,"191,53","95,77","45,9","45,8","13,6",0,0,0,0
797,"189,63","94,82","45,8","45,8","13,7",50,0,0,0
798,"187,74","93,87","45,6","45,6","13,7",50,0,0,0
799,"185,87","92,94","45,5","45,5","13,7",50,0,0,0
800,"185,87","92,94","45,2","45,6","13,8",50,20,0,0
801,"184,00","92,00","45,2","44,8","13,6",50,70,0,0
802,"178,45","89,23","44,8","44,6","13,5",50,70,0,0
803,"176,62","88,31","45,5","44,5","13,7",50,80,0,0
804,"167,61","83,81","44,2","44,4","13,7",50,90,0,0
805,"172,99","86,50","44,2","43,9","13,5",50,90,0,0
806,"169,40","84,70","43,8","43,8","13,6",50,90,0,0
807,"167,61","83,81","43,7","43,7","13,6",50,90,0,0
808,"165,84","82,92","43,5","43,5","13,6",50,90,0,0
809,"162,32","81,16","43,4","43,5","13,6",50,90,0,0
810,"160,57","80,29","43,1","43,2","13,6",50,90,0,0
811,"157,11","78,56","43,2","43,1","13,5",50,90,0,0
812,"155,39","77,70","43,1","43,1","13,6",50,90,0,0
813,"153,68","76,84","42,8","42,9","13,6",50,90,0,0
814,"151,98","75,99","42,3","42,9","13,6",50,90,0,0
815,"148,60","74,30","42,3","42,8","13,6",50,90,0,0
816,"146,92","73,46","42,6","42,6","13,7",50,90,0,0
817,"145,25","72,63","42,3","42,6","13,5",50,90,0,0
818,"143,59","71,80","42,6","42,6","13,6",50,90,0,0
819,"135,42","67,71","42,5","42,5","13,7",50,90,0,0
820,"138,66","69,33","43,4","42,5","13,4",50,90,0,0
821,"137,03","68,52","42,5","43,1","13,5",50,90,0,0
822,"135,42","67,71","42,3","42,3","13,7",50,90,0,50
823,"133,80","66,90","41,8","42,5","13,6",50,90,0,50
824,"132,20","66,10","41,8","42,9","13,5",50,90,0,50
825,"129,02","64,51","42,2","42,3","13,6",50,90,0,50
826,"127,44","63,72","42,2","42,2","13,7",50,90,0,50
827,"125,87","62,94","42,1","42,2","13,5",50,90,0,50
828,"121,20","60,60","42,2","42,2","13,6",50,90,0,50
829,"122,74","61,37","42,2","42,2","13,6",50,90,0,50
830,"121,20","60,60","42,2","42,1","13,5",50,90,0,50
831,"119,65","59,83","42,2","42,2","13,6",50,90,0,50
832,"118,12","59,06","42,2","42,2","13,7",50,90,0,0
833,"118,12","59,06","42,2","42,1","13,4",50,90,0,0
834,"116,59","58,30","42,2","42,5","13,6",50,90,0,0
835,"115,07","57,54","42,1","42,1","13,6",50,90,0,0
836,"113,56","56,78","41,9","42,1","13,5",50,90,0,0
837,"113,56","56,78","42,1","42,1","13,6",50,90,0,0
838,"112,05","56,03","42,5","41,8","13,7",50,90,0,50
839,"109,06","54,53","42,1","42,1","13,6",50,90,0,50
840,"107,58","53,79","42,2","41,9","13,4",50,90,0,50
841,"106,10","53,05","42,2","42,1","13,7",50,90,0,50
842,"104,63","52,32","42,1","42,1","13,6",50,90,0,50
843,"104,63","52,32","42,3","42,1","13,5",50,90,0,50
844,"103,17","51,59","42,3","41,8","13,6",50,90,0,50
845,"101,71","50,86","42,1","42,1","13,7",50,90,0,50
846,"101,71","50,86","42,2","42,2","13,4",50,90,0,50
847,"100,26","50,13","42,2","42,2","13,5",50,90,0,50
848,"98,82","49,41","42,2","42,2","13,6",50,90,0,0
849,"98,82","49,41","42,2","42,2","13,5",50,90,0,0
850,"95,96","47,98","42,1","42,2","13,6",50,90,0,0
851,"95,96","47,98","42,2","42,1","13,7",50,90,0,0
852,"95,96","47,98","42,2","42,9","13,5",50,90,0,0
853,"94,53","47,27","42,2","42,2","13,5",50,90,0,0
854,"93,12","46,56","42,2","42,3","13,6",50,90,0,0
855,"94,53","47,27","42,2","42,3","13,5",50,90,0,0
856,"91,71","45,86","42,3","42,3","13,6",50,90,0,0
857,"91,71","45,86","42,3","42,2","13,6",50,90,0,0
858,"90,30","45,15","42,3","42,3","13,6",50,90,0,0
859,"90,30","45,15","43,4","41,8","13,4",50,90,0,0
860,"88,91","44,46","42,1","42,5","13,6",50,90,0,0
861,"87,52","43,76","42,5","41,8","13,4",50,90,0,0
862,"87,52","43,76","42,3","42,3","13,5",50,90,0,0
863,"86,13","43,07","42,5","42,1","13,0",50,90,0,0
864,"84,75","42,38","42,5","43,4","12,9",50,90,0,0
865,"84,75","42,38","42,5","42,5","12,8",50,90,0,0
866,"83,38","41,69","42,5","42,5","12,8",50,90,0,0
867,"83,38","41,69","42,5","42,3","12,6",50,90,0,0
868,"82,02","41,01","42,3","42,5","12,6",50,90,0,0
869,"82,02","41,01","42,6","42,6","12,6",50,90,0,0
870,"82,02","41,01","42,1","42,6","12,5",50,90,0,0
871,"82,02","41,01","43,5","42,6","12,4",50,90,0,0
872,"80,66","40,33","42,6","42,6","12,4",50,90,0,0
873,"79,31","39,66","42,5","42,6","12,4",50,90,0,0
874,"79,31","39,66","42,8","42,5","12,4",50,90,0,0
875,"77,96","38,98","42,8","42,8","12,3",50,90,0,0
876,"77,96","38,98","42,8","42,8","12,3",50,90,0,0
877,"77,96","38,98","42,8","42,8","12,3",50,90,0,0
878,"76,62","38,31","42,8","42,8","12,2",50,90,0,0
879,"76,62","38,31","42,8","42,8","12,3",50,90,0,0
880,"75,28","37,64","42,8","42,8","12,2",50,90,0,0
881,"75,28","37,64","42,8","42,8","12,2",50,90,0,0
882,"75,28","37,64","42,8","42,9","12,2",50,90,0,0
883,"73,95","36,98","42,8","42,9","12,2",50,90,0,0
884,"73,95","36,98","42,8","42,9","12,2",50,90,0,0
885,"73,95","36,98","42,9","42,8","12,1",50,90,0,0
886,"73,95","36,98","42,9","42,8","12,1",50,90,0,0
887,"72,63","36,32","43,1","42,8","12,1",50,90,0,0
